OrderID,ProductName,ProductCategory,CustomerName,CustomerCategory,Month,Zone,Units Sold,Per Unit Price,Sales Commission Paid
31,Car Tyres Rapid,Car, INDIA TYRES CO,Medium,January,East,90,196.56,930.94
32,Car Tyres Rapid,Car,JULIET AUTOMOTIVE PVT LTD ,Small,January,South,68,113.22,454.57
33,Car Tyres Rapid,Car,JULIET AUTOMOTIVE PVT LTD ,Small,January,Central,43,115.56,254.2
34,Car Tyres Rapid,Car,Juliet Automotive Pvt Ltd ,Small,January,East,98,149.57,823.68
35,Car Tyres Rapid,Car, JULIET AUTOMOTIVE PVT LTD ,Small,January,East,22,163.12,212.09
36,Car Tyres Gripper,Car, alpha motors pvt ltd,Big,January,East,20,149.0,161.06
37,Car Tyres Gripper,Car,ALPHA MOTORS PVT LTD ,Big,January,North,73,189.78,819.87
38,Car Tyres Gripper,Car, ALPHA MOTORS PVT LTD ,Big,January,West,14,173.8,134.72
39,Car Tyres Gripper,Car,ALPHA MOTORS PVT LTD,Big,January,Central,59,199.95,621.74
40,Car Tyres Gripper,Car,bravo auto corp ,Medium,January,South,13,150.27,106.72
41,Car Tyres Gripper,Car, Charlie Transport Ltd,Big,January,North,28,125.31,196.49
42,Car Tyres Gripper,Car,charlie transport ltd ,Big,January,Central,33,180.28,308.15
43,Car Tyres Gripper,Car, Charlie Transport Ltd,Big,January,North,83,157.38,742.59
44,Car Tyres Gripper,Car, charlie transport ltd ,Big,January,West,12,114.58,80.73
45,Car Tyres Gripper,Car, Delta Vehicles Pvt Ltd ,Big,January,West,54,195.37,545.48
46,Car Tyres Gripper,Car, DELTA VEHICLES PVT LTD,Big,January,South,42,192.63,410.27
47,Car Tyres Gripper,Car, Echo Motors Ltd,Medium,January,West,66,120.97,402.73
48,Car Tyres Gripper,Car, Echo Motors Ltd,Medium,January,East,66,195.5,762.03
49,Car Tyres Gripper,Car, echo motors ltd,Medium,January,South,95,146.86,767.21
50,Car Tyres Gripper,Car, FOXTROT AUTO LTD,Small,January,South,40,129.66,309.36
51,Car Tyres Gripper,Car, FOXTROT AUTO LTD,Small,January,West,83,166.26,756.06
52,Car Tyres Gripper,Car, foxtrot auto ltd ,Small,January,North,11,157.72,102.33
53,Car Tyres Gripper,Car,foxtrot auto ltd,Small,January,South,59,165.64,578.39
54,Car Tyres Gripper,Car, Golf Motor Company ,Small,January,North,16,118.91,112.26
55,Car Tyres Gripper,Car,GOLF MOTOR COMPANY,Small,January,South,49,167.76,490.91
56,Car Tyres Gripper,Car,HOTEL WHEELS INC ,Medium,January,East,57,108.0,347.85
57,Car Tyres Gripper,Car,hotel wheels inc ,Medium,January,East,75,172.64,707.75
58,Car Tyres Gripper,Car,Hotel Wheels Inc ,Medium,January,Central,17,141.5,124.81
59,Car Tyres Gripper,Car,INDIA TYRES CO,Medium,January,East,67,112.95,451.81
60,Car Tyres Gripper,Car,Juliet Automotive Pvt Ltd,Small,January,East,80,132.47,556.63
61,Truck Tyres HeavyDuty,Truck, ALPHA MOTORS PVT LTD,Big,January,East,100,237.51,1658.89
62,Truck Tyres HeavyDuty,Truck, Alpha Motors Pvt Ltd ,Big,January,North,94,269.3,1717.06
63,Truck Tyres HeavyDuty,Truck,ALPHA MOTORS PVT LTD ,Big,January,West,55,213.07,710.56
64,Truck Tyres HeavyDuty,Truck, bravo auto corp,Medium,January,East,96,347.71,2115.83
65,Truck Tyres HeavyDuty,Truck, Bravo Auto Corp ,Medium,January,Central,48,366.55,1140.02
66,Truck Tyres HeavyDuty,Truck, Charlie Transport Ltd,Big,January,South,23,242.28,366.78
67,Truck Tyres HeavyDuty,Truck,charlie transport ltd,Big,January,West,17,326.58,375.17
68,Truck Tyres HeavyDuty,Truck, Charlie Transport Ltd ,Big,January,Central,39,329.86,781.4
69,Truck Tyres HeavyDuty,Truck, charlie transport ltd ,Big,January,South,78,372.68,1917.85
70,Truck Tyres HeavyDuty,Truck, charlie transport ltd ,Big,January,South,98,351.68,2287.53
71,Truck Tyres HeavyDuty,Truck,delta vehicles pvt ltd,Big,January,North,81,372.61,1983.76
72,Truck Tyres HeavyDuty,Truck,Echo Motors Ltd,Medium,January,North,93,207.34,1219.69
73,Truck Tyres HeavyDuty,Truck, Echo Motors Ltd,Medium,January,South,99,363.28,2160.29
74,Truck Tyres HeavyDuty,Truck,echo motors ltd,Medium,January,Central,99,376.72,2291.93
75,Truck Tyres HeavyDuty,Truck, Echo Motors Ltd ,Medium,January,West,50,292.21,1007.27
76,Truck Tyres HeavyDuty,Truck, ECHO MOTORS LTD,Medium,January,South,80,352.45,1703.59
77,Truck Tyres HeavyDuty,Truck, foxtrot auto ltd,Small,January,South,89,289.9,1590.96
78,Truck Tyres HeavyDuty,Truck, foxtrot auto ltd,Small,January,East,95,318.04,1839.1
79,Truck Tyres HeavyDuty,Truck,GOLF MOTOR COMPANY ,Small,January,North,99,239.6,1571.08
80,Truck Tyres HeavyDuty,Truck,Hotel Wheels Inc,Medium,January,North,26,379.09,673.88
81,Truck Tyres HeavyDuty,Truck,hotel wheels inc ,Medium,January,West,95,394.51,2506.8
82,Truck Tyres HeavyDuty,Truck,Hotel Wheels Inc,Medium,January,East,13,283.67,234.11
83,Truck Tyres HeavyDuty,Truck, Hotel Wheels Inc ,Medium,January,Central,54,249.11,926.99
84,Truck Tyres HeavyDuty,Truck, INDIA TYRES CO ,Medium,January,South,63,304.57,1266.03
85,Truck Tyres HeavyDuty,Truck,india tyres co ,Medium,January,Central,49,390.15,1208.92
86,Truck Tyres HeavyDuty,Truck,india tyres co ,Medium,January,Central,48,325.53,1010.44
87,Truck Tyres HeavyDuty,Truck,INDIA TYRES CO ,Medium,January,North,28,379.76,713.11
88,Truck Tyres HeavyDuty,Truck,India Tyres Co ,Medium,January,West,32,291.56,649.37
89,Truck Tyres HeavyDuty,Truck,Juliet Automotive Pvt Ltd ,Small,January,West,97,211.24,1230.22
90,Truck Tyres HeavyDuty,Truck, juliet automotive pvt ltd,Small,January,East,89,218.42,1274.48
91,Truck Tyres HeavyDuty,Truck, juliet automotive pvt ltd,Small,January,Central,59,377.12,1368.6
92,Truck Tyres HeavyDuty,Truck,juliet automotive pvt ltd ,Small,January,West,55,308.03,1063.7
93,Truck Tyres HeavyDuty,Truck, Juliet Automotive Pvt Ltd,Small,January,North,26,361.8,612.26
94,Truck Tyres LongHaul,Truck, alpha motors pvt ltd ,Big,January,East,55,358.26,1284.29
95,Truck Tyres LongHaul,Truck, ALPHA MOTORS PVT LTD ,Big,January,East,89,372.84,2168.14
96,Truck Tyres LongHaul,Truck, alpha motors pvt ltd ,Big,January,North,63,312.85,1308.23
97,Truck Tyres LongHaul,Truck, ALPHA MOTORS PVT LTD ,Big,January,South,24,322.76,500.28
98,Truck Tyres LongHaul,Truck, BRAVO AUTO CORP ,Medium,January,East,92,318.28,1869.21
99,Truck Tyres LongHaul,Truck, Bravo Auto Corp,Medium,January,Central,11,336.13,243.83
100,Truck Tyres LongHaul,Truck,Charlie Transport Ltd,Big,January,South,53,235.69,752.06
101,Truck Tyres LongHaul,Truck, CHARLIE TRANSPORT LTD ,Big,January,South,29,330.85,619.54
102,Truck Tyres LongHaul,Truck, CHARLIE TRANSPORT LTD ,Big,January,West,94,267.96,1713.53
103,Truck Tyres LongHaul,Truck,delta vehicles pvt ltd,Big,January,North,41,397.32,1031.57
104,Truck Tyres LongHaul,Truck,echo motors ltd ,Medium,January,North,39,345.61,827.56
105,Truck Tyres LongHaul,Truck, ECHO MOTORS LTD,Medium,January,West,86,360.53,2087.4
106,Truck Tyres LongHaul,Truck, Echo Motors Ltd,Medium,January,North,93,345.89,2144.26
107,Truck Tyres LongHaul,Truck, ECHO MOTORS LTD ,Medium,January,East,38,304.7,740.97
108,Truck Tyres LongHaul,Truck,foxtrot auto ltd ,Small,January,Central,40,362.09,881.38
109,Truck Tyres LongHaul,Truck, foxtrot auto ltd ,Small,January,Central,58,205.84,785.17
110,Truck Tyres LongHaul,Truck, Golf Motor Company ,Small,January,West,16,314.26,351.62
111,Truck Tyres LongHaul,Truck,GOLF MOTOR COMPANY,Small,January,East,13,376.53,330.56
112,Truck Tyres LongHaul,Truck,hotel wheels inc,Medium,January,West,72,268.47,1225.73
113,Truck Tyres LongHaul,Truck, INDIA TYRES CO,Medium,January,West,63,344.13,1304.52
114,Truck Tyres LongHaul,Truck,India Tyres Co,Medium,January,South,36,332.9,730.16
115,Truck Tyres LongHaul,Truck, india tyres co,Medium,January,North,55,296.04,1006.57
116,Truck Tyres LongHaul,Truck, INDIA TYRES CO,Medium,January,South,19,296.91,362.73
117,Truck Tyres LongHaul,Truck,India Tyres Co,Medium,January,West,27,337.64,621.26
118,Truck Tyres LongHaul,Truck, Juliet Automotive Pvt Ltd ,Small,January,East,13,360.9,302.52
119,Cycle Tyres Speedster,Cycle, alpha motors pvt ltd,Big,January,North,100,98.26,685.56
120,Cycle Tyres Speedster,Cycle, Alpha Motors Pvt Ltd ,Big,January,South,50,81.11,228.69
121,Cycle Tyres Speedster,Cycle,bravo auto corp,Medium,January,Central,70,93.13,332.24
122,Cycle Tyres Speedster,Cycle,Bravo Auto Corp,Medium,January,North,68,92.11,413.86
123,Cycle Tyres Speedster,Cycle,Charlie Transport Ltd ,Big,January,West,82,77.66,442.25
124,Cycle Tyres Speedster,Cycle, Charlie Transport Ltd ,Big,January,Central,20,85.59,116.12
125,Cycle Tyres Speedster,Cycle,CHARLIE TRANSPORT LTD ,Big,January,Central,37,52.63,101.04
126,Cycle Tyres Speedster,Cycle,Charlie Transport Ltd,Big,January,West,26,96.63,131.38
127,Cycle Tyres Speedster,Cycle, Charlie Transport Ltd ,Big,January,East,93,79.78,445.69
128,Cycle Tyres Speedster,Cycle, DELTA VEHICLES PVT LTD,Big,January,West,88,93.03,562.89
129,Cycle Tyres Speedster,Cycle,delta vehicles pvt ltd ,Big,January,Central,72,72.54,297.69
130,Cycle Tyres Speedster,Cycle,echo motors ltd,Medium,January,East,50,98.02,245.37
131,Cycle Tyres Speedster,Cycle,Echo Motors Ltd,Medium,January,West,100,88.59,445.92
132,Cycle Tyres Speedster,Cycle,FOXTROT AUTO LTD ,Small,January,North,45,88.26,204.58
133,Cycle Tyres Speedster,Cycle, foxtrot auto ltd ,Small,January,East,42,66.07,166.96
134,Cycle Tyres Speedster,Cycle, FOXTROT AUTO LTD,Small,January,East,40,91.63,187.09
135,Cycle Tyres Speedster,Cycle,foxtrot auto ltd,Small,January,North,17,88.45,77.6
136,Cycle Tyres Speedster,Cycle, Foxtrot Auto Ltd,Small,January,West,50,77.63,250.33
137,Cycle Tyres Speedster,Cycle,Golf Motor Company,Small,January,East,97,62.73,352.03
138,Cycle Tyres Speedster,Cycle, GOLF MOTOR COMPANY ,Small,January,East,72,57.96,261.02
139,Cycle Tyres Speedster,Cycle, golf motor company,Small,January,East,59,59.93,182.34
140,Cycle Tyres Speedster,Cycle, Hotel Wheels Inc,Medium,January,North,92,73.27,452.85
141,Cycle Tyres Speedster,Cycle,HOTEL WHEELS INC ,Medium,January,North,83,85.47,483.94
142,Cycle Tyres Speedster,Cycle,india tyres co ,Medium,January,West,88,92.28,504.7
143,Cycle Tyres Speedster,Cycle,INDIA TYRES CO ,Medium,January,West,20,69.25,92.59
144,Cycle Tyres Speedster,Cycle, juliet automotive pvt ltd ,Small,January,North,69,99.71,403.86
145,Cycle Tyres Speedster,Cycle, Juliet Automotive Pvt Ltd,Small,January,East,10,67.59,41.38
146,Cycle Tyres Rider,Cycle, Alpha Motors Pvt Ltd ,Big,January,West,32,66.25,106.49
147,Cycle Tyres Rider,Cycle,bravo auto corp ,Medium,January,North,55,88.16,322.67
148,Cycle Tyres Rider,Cycle, bravo auto corp,Medium,January,Central,27,67.79,91.7
149,Cycle Tyres Rider,Cycle, Bravo Auto Corp ,Medium,January,Central,91,60.67,384.32
150,Cycle Tyres Rider,Cycle, CHARLIE TRANSPORT LTD,Big,January,West,86,71.77,429.91
151,Cycle Tyres Rider,Cycle,Delta Vehicles Pvt Ltd,Big,January,South,52,60.55,195.52
152,Cycle Tyres Rider,Cycle, Delta Vehicles Pvt Ltd ,Big,January,South,59,63.94,250.37
153,Cycle Tyres Rider,Cycle, DELTA VEHICLES PVT LTD ,Big,January,North,10,78.88,47.07
154,Cycle Tyres Rider,Cycle, echo motors ltd ,Medium,January,North,21,74.11,94.29
155,Cycle Tyres Rider,Cycle, ECHO MOTORS LTD ,Medium,January,South,18,76.92,69.25
156,Cycle Tyres Rider,Cycle, ECHO MOTORS LTD ,Medium,January,South,28,87.19,123.85
157,Cycle Tyres Rider,Cycle,FOXTROT AUTO LTD,Small,January,South,72,80.73,330.76
158,Cycle Tyres Rider,Cycle, golf motor company,Small,January,Central,17,55.9,65.58
159,Cycle Tyres Rider,Cycle,GOLF MOTOR COMPANY,Small,January,East,13,75.59,61.47
160,Cycle Tyres Rider,Cycle, GOLF MOTOR COMPANY ,Small,January,Central,79,61.04,307.33
161,Cycle Tyres Rider,Cycle,GOLF MOTOR COMPANY ,Small,January,East,71,87.44,383.21
162,Cycle Tyres Rider,Cycle,GOLF MOTOR COMPANY,Small,January,Central,11,75.29,46.2
163,Cycle Tyres Rider,Cycle, HOTEL WHEELS INC,Medium,January,West,41,95.78,270.34
164,Cycle Tyres Rider,Cycle, HOTEL WHEELS INC,Medium,January,South,30,66.27,107.04
165,Cycle Tyres Rider,Cycle,hotel wheels inc ,Medium,January,North,91,66.17,318.83
166,Cycle Tyres Rider,Cycle, HOTEL WHEELS INC,Medium,January,East,88,99.23,443.22
167,Cycle Tyres Rider,Cycle,India Tyres Co ,Medium,January,South,54,50.31,171.46
168,Cycle Tyres Rider,Cycle,India Tyres Co,Medium,January,South,26,56.01,93.76
169,Cycle Tyres Rider,Cycle, india tyres co ,Medium,January,North,27,68.13,100.19
170,Cycle Tyres Rider,Cycle,India Tyres Co ,Medium,January,West,41,92.53,211.2
171,Cycle Tyres Rider,Cycle, INDIA TYRES CO ,Medium,January,South,44,59.42,142.91
172,Cycle Tyres Rider,Cycle, JULIET AUTOMOTIVE PVT LTD,Small,January,East,55,93.22,267.13
173,Cycle Tyres Rider,Cycle,Juliet Automotive Pvt Ltd,Small,January,West,54,59.76,173.02
174,Cycle Tyres Rider,Cycle,Juliet Automotive Pvt Ltd ,Small,January,Central,31,80.08,157.93
175,Cycle Tyres Rider,Cycle,JULIET AUTOMOTIVE PVT LTD ,Small,January,South,51,75.32,235.1
176,Cycle Tyres Rider,Cycle, Juliet Automotive Pvt Ltd,Small,January,East,14,54.55,39.71
177,Two-wheeler Tyres Swift,Two-wheeler,alpha motors pvt ltd ,Big,January,West,13,110.39,79.29
178,Two-wheeler Tyres Swift,Two-wheeler, ALPHA MOTORS PVT LTD ,Big,January,South,70,113.48,408.83
179,Two-wheeler Tyres Swift,Two-wheeler,ALPHA MOTORS PVT LTD,Big,January,North,25,90.79,114.92
180,Two-wheeler Tyres Swift,Two-wheeler, Alpha Motors Pvt Ltd ,Big,January,East,66,144.33,511.61
181,Two-wheeler Tyres Swift,Two-wheeler, BRAVO AUTO CORP,Medium,January,South,79,124.68,503.58
182,Two-wheeler Tyres Swift,Two-wheeler, Bravo Auto Corp,Medium,January,West,86,81.3,407.33
183,Two-wheeler Tyres Swift,Two-wheeler,charlie transport ltd,Big,January,South,73,137.88,518.26
184,Two-wheeler Tyres Swift,Two-wheeler,charlie transport ltd ,Big,January,West,24,82.11,112.28
185,Two-wheeler Tyres Swift,Two-wheeler,delta vehicles pvt ltd,Big,January,West,26,81.67,122.81
186,Two-wheeler Tyres Swift,Two-wheeler,delta vehicles pvt ltd ,Big,January,East,96,100.42,537.82
187,Two-wheeler Tyres Swift,Two-wheeler, Delta Vehicles Pvt Ltd,Big,January,Central,24,85.31,113.53
188,Two-wheeler Tyres Swift,Two-wheeler,DELTA VEHICLES PVT LTD ,Big,January,East,22,131.9,170.6
189,Two-wheeler Tyres Swift,Two-wheeler, delta vehicles pvt ltd,Big,January,Central,33,111.79,187.37
190,Two-wheeler Tyres Swift,Two-wheeler, ECHO MOTORS LTD ,Medium,January,Central,22,129.89,146.02
191,Two-wheeler Tyres Swift,Two-wheeler,echo motors ltd,Medium,January,West,10,94.98,49.57
192,Two-wheeler Tyres Swift,Two-wheeler, Echo Motors Ltd ,Medium,January,East,69,115.19,458.16
193,Two-wheeler Tyres Swift,Two-wheeler,echo motors ltd,Medium,January,Central,59,83.02,291.24
194,Two-wheeler Tyres Swift,Two-wheeler, echo motors ltd,Medium,January,North,11,147.06,89.45
195,Two-wheeler Tyres Swift,Two-wheeler, Foxtrot Auto Ltd,Small,January,West,68,90.92,368.52
196,Two-wheeler Tyres Swift,Two-wheeler,golf motor company ,Small,January,North,17,96.69,95.79
197,Two-wheeler Tyres Swift,Two-wheeler, golf motor company,Small,January,North,83,128.6,587.16
198,Two-wheeler Tyres Swift,Two-wheeler,Golf Motor Company,Small,January,East,47,123.98,348.07
199,Two-wheeler Tyres Swift,Two-wheeler,HOTEL WHEELS INC ,Medium,January,South,86,101.98,501.41
200,Two-wheeler Tyres Swift,Two-wheeler, INDIA TYRES CO,Medium,January,East,14,88.31,70.38
201,Two-wheeler Tyres Swift,Two-wheeler,INDIA TYRES CO ,Medium,January,Central,31,124.89,218.57
202,Two-wheeler Tyres Swift,Two-wheeler,india tyres co ,Medium,January,East,73,101.07,371.09
203,Two-wheeler Tyres Swift,Two-wheeler, JULIET AUTOMOTIVE PVT LTD ,Small,January,Central,34,81.07,161.98
204,Two-wheeler Tyres Swift,Two-wheeler, JULIET AUTOMOTIVE PVT LTD ,Small,January,West,37,105.56,217.2
205,Two-wheeler Tyres Cruiser,Two-wheeler, Alpha Motors Pvt Ltd ,Big,January,Central,25,130.54,177.46
206,Two-wheeler Tyres Cruiser,Two-wheeler,ALPHA MOTORS PVT LTD ,Big,January,Central,82,93.03,381.75
207,Two-wheeler Tyres Cruiser,Two-wheeler,Alpha Motors Pvt Ltd ,Big,January,South,43,89.8,202.72
208,Two-wheeler Tyres Cruiser,Two-wheeler, Alpha Motors Pvt Ltd ,Big,January,Central,56,127.07,387.05
209,Two-wheeler Tyres Cruiser,Two-wheeler,alpha motors pvt ltd ,Big,January,South,15,135.63,121.85
210,Two-wheeler Tyres Cruiser,Two-wheeler, bravo auto corp,Medium,January,South,92,116.83,554.38
211,Two-wheeler Tyres Cruiser,Two-wheeler, BRAVO AUTO CORP,Medium,January,South,53,98.9,302.21
212,Two-wheeler Tyres Cruiser,Two-wheeler, BRAVO AUTO CORP,Medium,January,West,26,121.32,187.57
213,Two-wheeler Tyres Cruiser,Two-wheeler,Charlie Transport Ltd ,Big,January,East,27,135.26,185.02
214,Two-wheeler Tyres Cruiser,Two-wheeler,CHARLIE TRANSPORT LTD ,Big,January,West,85,112.41,569.9
215,Two-wheeler Tyres Cruiser,Two-wheeler, DELTA VEHICLES PVT LTD ,Big,January,Central,83,132.09,587.88
216,Two-wheeler Tyres Cruiser,Two-wheeler, Delta Vehicles Pvt Ltd,Big,January,Central,76,133.42,511.69
217,Two-wheeler Tyres Cruiser,Two-wheeler, echo motors ltd,Medium,January,East,77,115.26,491.45
218,Two-wheeler Tyres Cruiser,Two-wheeler, echo motors ltd,Medium,January,Central,77,110.65,444.85
219,Two-wheeler Tyres Cruiser,Two-wheeler,Echo Motors Ltd,Medium,January,North,30,108.34,177.49
220,Two-wheeler Tyres Cruiser,Two-wheeler, echo motors ltd ,Medium,January,North,40,101.15,233.68
221,Two-wheeler Tyres Cruiser,Two-wheeler,FOXTROT AUTO LTD ,Small,January,East,94,97.43,498.98
222,Two-wheeler Tyres Cruiser,Two-wheeler, Foxtrot Auto Ltd ,Small,January,North,75,149.69,646.68
223,Two-wheeler Tyres Cruiser,Two-wheeler, Golf Motor Company ,Small,January,East,18,128.94,130.73
224,Two-wheeler Tyres Cruiser,Two-wheeler,GOLF MOTOR COMPANY ,Small,January,South,88,131.63,691.71
225,Two-wheeler Tyres Cruiser,Two-wheeler, Hotel Wheels Inc ,Medium,January,East,100,91.51,510.45
226,Two-wheeler Tyres Cruiser,Two-wheeler,hotel wheels inc ,Medium,January,South,86,144.84,654.32
227,Two-wheeler Tyres Cruiser,Two-wheeler,HOTEL WHEELS INC ,Medium,January,North,15,146.92,116.69
228,Two-wheeler Tyres Cruiser,Two-wheeler,Hotel Wheels Inc ,Medium,January,Central,74,95.75,393.63
229,Two-wheeler Tyres Cruiser,Two-wheeler, Hotel Wheels Inc,Medium,January,East,57,146.87,459.8
230,Two-wheeler Tyres Cruiser,Two-wheeler, india tyres co ,Medium,January,South,62,123.46,427.32
231,Two-wheeler Tyres Cruiser,Two-wheeler, India Tyres Co ,Medium,January,Central,83,89.97,390.64
232,Two-wheeler Tyres Cruiser,Two-wheeler,india tyres co,Medium,January,North,59,103.32,354.94
233,Two-wheeler Tyres Cruiser,Two-wheeler,juliet automotive pvt ltd ,Small,January,West,92,101.78,484.25
234,Two-wheeler Tyres Cruiser,Two-wheeler,Juliet Automotive Pvt Ltd ,Small,January,South,27,105.02,148.61
235,Car Tyres Rapid,Car,ALPHA MOTORS PVT LTD ,Big,February,Central,46,120.64,291.71
236,Car Tyres Rapid,Car,ALPHA MOTORS PVT LTD,Big,February,West,33,146.85,256.35
237,Car Tyres Rapid,Car,ALPHA MOTORS PVT LTD,Big,February,Central,23,155.74,211.96
238,Car Tyres Rapid,Car,ALPHA MOTORS PVT LTD ,Big,February,Central,46,164.73,443.35
239,Car Tyres Rapid,Car, Bravo Auto Corp,Medium,February,West,96,118.9,634.67
240,Car Tyres Rapid,Car, BRAVO AUTO CORP,Medium,February,West,36,170.43,342.97
241,Car Tyres Rapid,Car,BRAVO AUTO CORP ,Medium,February,West,20,106.42,110.93
242,Car Tyres Rapid,Car, BRAVO AUTO CORP ,Medium,February,East,93,133.5,706.09
243,Car Tyres Rapid,Car, Bravo Auto Corp ,Medium,February,North,11,140.28,91.28
244,Car Tyres Rapid,Car,Charlie Transport Ltd ,Big,February,East,85,109.33,543.57
245,Car Tyres Rapid,Car, Charlie Transport Ltd ,Big,February,North,32,134.37,245.47
246,Car Tyres Rapid,Car,CHARLIE TRANSPORT LTD,Big,February,West,48,157.07,414.79
247,Car Tyres Rapid,Car, CHARLIE TRANSPORT LTD,Big,February,North,47,104.71,276.25
248,Car Tyres Rapid,Car, Charlie Transport Ltd ,Big,February,East,22,172.82,221.62
249,Car Tyres Rapid,Car,delta vehicles pvt ltd,Big,February,North,97,128.68,736.5
250,Car Tyres Rapid,Car,Delta Vehicles Pvt Ltd,Big,February,West,75,113.34,493.18
251,Car Tyres Rapid,Car,Delta Vehicles Pvt Ltd,Big,February,South,47,186.0,480.11
252,Car Tyres Rapid,Car,DELTA VEHICLES PVT LTD,Big,February,Central,66,195.89,758.21
253,Car Tyres Rapid,Car, Echo Motors Ltd ,Medium,February,East,56,124.59,411.34
254,Car Tyres Rapid,Car, ECHO MOTORS LTD ,Medium,February,South,54,188.87,513.77
255,Car Tyres Rapid,Car, echo motors ltd ,Medium,February,South,48,154.45,403.39
256,Car Tyres Rapid,Car,FOXTROT AUTO LTD ,Small,February,North,32,189.24,315.18
257,Car Tyres Rapid,Car,foxtrot auto ltd ,Small,February,South,44,160.05,404.51
258,Car Tyres Rapid,Car, foxtrot auto ltd,Small,February,North,88,102.58,520.36
259,Car Tyres Rapid,Car, Foxtrot Auto Ltd,Small,February,Central,37,165.68,336.16
260,Car Tyres Rapid,Car, golf motor company ,Small,February,North,57,134.88,439.09
261,Car Tyres Rapid,Car, GOLF MOTOR COMPANY ,Small,February,South,57,149.69,499.97
262,Car Tyres Rapid,Car,golf motor company,Small,February,South,71,108.01,386.84
263,Car Tyres Rapid,Car, Golf Motor Company ,Small,February,Central,95,116.16,604.02
264,Car Tyres Rapid,Car, GOLF MOTOR COMPANY ,Small,February,East,61,153.99,552.25
265,Car Tyres Rapid,Car,hotel wheels inc,Medium,February,East,98,188.2,1100.91
266,Car Tyres Rapid,Car, HOTEL WHEELS INC ,Medium,February,North,74,159.24,645.9
267,Car Tyres Rapid,Car, Hotel Wheels Inc ,Medium,February,North,75,164.74,624.91
268,Car Tyres Rapid,Car, Hotel Wheels Inc,Medium,February,North,23,124.84,156.67
269,Car Tyres Rapid,Car,hotel wheels inc,Medium,February,East,10,128.71,73.81
270,Car Tyres Rapid,Car,india tyres co,Medium,February,West,88,132.55,697.36
271,Car Tyres Rapid,Car,india tyres co,Medium,February,South,53,103.92,304.66
272,Car Tyres Rapid,Car, India Tyres Co ,Medium,February,South,82,138.4,575.42
273,Car Tyres Rapid,Car, Juliet Automotive Pvt Ltd ,Small,February,East,73,170.1,724.06
274,Car Tyres Rapid,Car, Juliet Automotive Pvt Ltd,Small,February,North,75,189.6,769.69
275,Car Tyres Gripper,Car,ALPHA MOTORS PVT LTD,Big,February,North,45,142.08,372.17
